Secretaria;Municipio;Descricao;Mat. Total;Mat. Semipresencial;Mat. Presencial;Quantidade de Turmas;Enturmados;Não Enturmados;Status
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23063238 - OSMIRA DE CASTRO EEF - 7º Ano| Ensino Fundamental | Regular | Integral (40h);36;0;36;1;36;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23063238 - OSMIRA DE CASTRO EEF - 8º Ano| Ensino Fundamental | Regular | Integral (40h);38;0;38;1;38;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23063238 - OSMIRA DE CASTRO EEF - 9º Ano| Ensino Fundamental | Regular | Integral (40h);47;0;47;2;47;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23063351 - PATRONATO PIO XI EEIEF;669;0;669;24;669;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23063351 - PATRONATO PIO XI EEIEF - 1º Ano| Ensino Fundamental | Regular | Manhã;54;0;54;2;54;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23063351 - PATRONATO PIO XI EEIEF - 1º Ano| Ensino Fundamental | Regular | Tarde;75;0;75;3;75;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23063351 - PATRONATO PIO XI EEIEF - 2º Ano| Ensino Fundamental | Regular | Manhã;54;0;54;3;54;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23063351 - PATRONATO PIO XI EEIEF - 2º Ano| Ensino Fundamental | Regular | Tarde;56;0;56;2;56;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23063351 - PATRONATO PIO XI EEIEF - 3º Ano| Ensino Fundamental | Regular | Manhã;56;0;56;2;56;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23063351 - PATRONATO PIO XI EEIEF - 3º Ano| Ensino Fundamental | Regular | Tarde;83;0;83;3;83;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23063351 - PATRONATO PIO XI EEIEF - 4º Ano| Ensino Fundamental | Regular | Manhã;72;0;72;2;72;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23063351 - PATRONATO PIO XI EEIEF - 4º Ano| Ensino Fundamental | Regular | Tarde;69;0;69;2;69;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23063351 - PATRONATO PIO XI EEIEF - 5º Ano| Ensino Fundamental | Regular | Manhã;86;0;86;3;86;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23063351 - PATRONATO PIO XI EEIEF - 5º Ano| Ensino Fundamental | Regular | Tarde;64;0;64;2;64;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23063700 - PAULO FERREIRA DA ROCHA EEIEF;127;0;127;4;127;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23063700 - PAULO FERREIRA DA ROCHA EEIEF - 6º Ano| Ensino Fundamental | Regular | Integral (40h);20;0;20;1;20;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23063700 - PAULO FERREIRA DA ROCHA EEIEF - 7º Ano| Ensino Fundamental | Regular | Integral (40h);36;0;36;1;36;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23063700 - PAULO FERREIRA DA ROCHA EEIEF - 8º Ano| Ensino Fundamental | Regular | Integral (40h);37;0;37;1;37;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23063700 - PAULO FERREIRA DA ROCHA EEIEF - 9º Ano| Ensino Fundamental | Regular | Integral (40h);34;0;34;1;34;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23180471 - PEDRO LAURINO DE OLIVEIRA EEIEF;580;0;580;21;580;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23180471 - PEDRO LAURINO DE OLIVEIRA EEIEF - 1º Ano| Ensino Fundamental | Regular | Manhã;43;0;43;2;43;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23180471 - PEDRO LAURINO DE OLIVEIRA EEIEF - 1º Ano| Ensino Fundamental | Regular | Tarde;25;0;25;1;25;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23180471 - PEDRO LAURINO DE OLIVEIRA EEIEF - 2º Ano| Ensino Fundamental | Regular | Manhã;23;0;23;1;23;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23180471 - PEDRO LAURINO DE OLIVEIRA EEIEF - 2º Ano| Ensino Fundamental | Regular | Tarde;49;0;49;2;49;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23180471 - PEDRO LAURINO DE OLIVEIRA EEIEF - 3º Ano| Ensino Fundamental | Regular | Manhã;25;0;25;1;25;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23180471 - PEDRO LAURINO DE OLIVEIRA EEIEF - 3º Ano| Ensino Fundamental | Regular | Tarde;40;0;40;2;40;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23180471 - PEDRO LAURINO DE OLIVEIRA EEIEF - 4º Ano| Ensino Fundamental | Regular | Manhã;26;0;26;1;26;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23180471 - PEDRO LAURINO DE OLIVEIRA EEIEF - 4º Ano| Ensino Fundamental | Regular | Tarde;25;0;25;1;25;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23180471 - PEDRO LAURINO DE OLIVEIRA EEIEF - 5º Ano| Ensino Fundamental | Regular | Manhã;32;0;32;1;32;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23180471 - PEDRO LAURINO DE OLIVEIRA EEIEF - 5º Ano| Ensino Fundamental | Regular | Tarde;30;0;30;1;30;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23180471 - PEDRO LAURINO DE OLIVEIRA EEIEF - 6º Ano| Ensino Fundamental | Regular | Manhã;35;0;35;1;35;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23180471 - PEDRO LAURINO DE OLIVEIRA EEIEF - 6º Ano| Ensino Fundamental | Regular | Tarde;38;0;38;1;38;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23180471 - PEDRO LAURINO DE OLIVEIRA EEIEF - 7º Ano| Ensino Fundamental | Regular | Integral (40h);62;0;62;2;62;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23180471 - PEDRO LAURINO DE OLIVEIRA EEIEF - 8º Ano| Ensino Fundamental | Regular | Integral (40h);67;0;67;2;67;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23180471 - PEDRO LAURINO DE OLIVEIRA EEIEF - 9º Ano| Ensino Fundamental | Regular | Integral (40h);60;0;60;2;60;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23223634 - PEDRO MOREIRA DE OLIVEIRA EEIEF;151;0;151;9;151;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23223634 - PEDRO MOREIRA DE OLIVEIRA EEIEF - 1º Ano| Ensino Fundamental | Regular | Integral (40h);12;0;12;1;12;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23223634 - PEDRO MOREIRA DE OLIVEIRA EEIEF - 2º Ano| Ensino Fundamental | Regular | Integral (40h);10;0;10;1;10;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23223634 - PEDRO MOREIRA DE OLIVEIRA EEIEF - 3º Ano| Ensino Fundamental | Regular | Integral (40h);16;0;16;1;16;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23223634 - PEDRO MOREIRA DE OLIVEIRA EEIEF - 4º Ano| Ensino Fundamental | Regular | Tarde;20;0;20;1;20;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23223634 - PEDRO MOREIRA DE OLIVEIRA EEIEF - 5º Ano| Ensino Fundamental | Regular | Manhã;21;0;21;1;21;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23223634 - PEDRO MOREIRA DE OLIVEIRA EEIEF - 6º Ano| Ensino Fundamental | Regular | Manhã;15;0;15;1;15;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23223634 - PEDRO MOREIRA DE OLIVEIRA EEIEF - 7º Ano| Ensino Fundamental | Regular | Tarde;16;0;16;1;16;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23223634 - PEDRO MOREIRA DE OLIVEIRA EEIEF - 8º Ano| Ensino Fundamental | Regular | Tarde;17;0;17;1;17;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23223634 - PEDRO MOREIRA DE OLIVEIRA EEIEF - 9º Ano| Ensino Fundamental | Regular | Manhã;24;0;24;1;24;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23223286 - PEDRO PAULINO DA ROCHA EEIEF;103;0;103;7;103;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23223286 - PEDRO PAULINO DA ROCHA EEIEF - 5º Ano| Ensino Fundamental | Regular | Tarde;12;0;12;1;12;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23223286 - PEDRO PAULINO DA ROCHA EEIEF - 8º Ano| Ensino Fundamental | Regular | Manhã;12;0;12;1;12;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23223286 - PEDRO PAULINO DA ROCHA EEIEF - 9º Ano| Ensino Fundamental | Regular | Tarde;13;0;13;1;13;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23223286 - PEDRO PAULINO DA ROCHA EEIEF - Multi | Ensino Fundamental | Regular | Integral (40h);25;0;25;2;25;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23223286 - PEDRO PAULINO DA ROCHA EEIEF - Multi | Ensino Fundamental | Regular | Manhã;15;0;15;1;15;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23223286 - PEDRO PAULINO DA ROCHA EEIEF - Unificada (0 a 5 anos)| Educação Infantil | Regular | Manhã;26;0;26;1;26;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23063718 - PLACIDO MONTEIRO GONDIM EEIEIF;266;0;266;12;266;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23063718 - PLACIDO MONTEIRO GONDIM EEIEIF - 1º Ano| Ensino Fundamental | Regular | Integral (40h);34;0;34;2;34;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23063718 - PLACIDO MONTEIRO GONDIM EEIEIF - 2º Ano| Ensino Fundamental | Regular | Integral (40h);33;0;33;2;33;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23063718 - PLACIDO MONTEIRO GONDIM EEIEIF - 3º Ano| Ensino Fundamental | Regular | Integral (40h);42;0;42;2;42;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23063718 - PLACIDO MONTEIRO GONDIM EEIEIF - 4º Ano| Ensino Fundamental | Regular | Integral (40h);25;0;25;1;25;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23063718 - PLACIDO MONTEIRO GONDIM EEIEIF - 5º Ano| Ensino Fundamental | Regular | Integral (40h);29;0;29;1;29;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23063718 - PLACIDO MONTEIRO GONDIM EEIEIF - 6º Ano| Ensino Fundamental | Regular | Manhã;24;0;24;1;24;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23063718 - PLACIDO MONTEIRO GONDIM EEIEIF - 7º Ano| Ensino Fundamental | Regular | Tarde;29;0;29;1;29;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23063718 - PLACIDO MONTEIRO GONDIM EEIEIF - 8º Ano| Ensino Fundamental | Regular | Integral (40h);26;0;26;1;26;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23063718 - PLACIDO MONTEIRO GONDIM EEIEIF - 9º Ano| Ensino Fundamental | Regular | Integral (40h);24;0;24;1;24;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23062118 - PROFISSIONAL BATISTA EEIEF;246;0;246;12;246;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23062118 - PROFISSIONAL BATISTA EEIEF - 1º Ano| Ensino Fundamental | Regular | Manhã;31;0;31;2;31;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23062118 - PROFISSIONAL BATISTA EEIEF - 1º Ano| Ensino Fundamental | Regular | Tarde;18;0;18;1;18;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23062118 - PROFISSIONAL BATISTA EEIEF - 2º Ano| Ensino Fundamental | Regular | Manhã;25;0;25;1;25;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23062118 - PROFISSIONAL BATISTA EEIEF - 2º Ano| Ensino Fundamental | Regular | Tarde;25;0;25;1;25;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23062118 - PROFISSIONAL BATISTA EEIEF - 3º Ano| Ensino Fundamental | Regular | Manhã;21;0;21;1;21;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23062118 - PROFISSIONAL BATISTA EEIEF - 3º Ano| Ensino Fundamental | Regular | Tarde;31;0;31;2;31;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23062118 - PROFISSIONAL BATISTA EEIEF - 4º Ano| Ensino Fundamental | Regular | Manhã;20;0;20;1;20;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23062118 - PROFISSIONAL BATISTA EEIEF - 4º Ano| Ensino Fundamental | Regular | Tarde;21;0;21;1;21;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23062118 - PROFISSIONAL BATISTA EEIEF - 5º Ano| Ensino Fundamental | Regular | Manhã;28;0;28;1;28;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23062118 - PROFISSIONAL BATISTA EEIEF - 5º Ano| Ensino Fundamental | Regular | Tarde;26;0;26;1;26;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23063416 - RAIMUNDA NONATA FORTE SALES EEIEF;230;0;230;10;229;1;Atenção (Não Enturmados)
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23063416 - RAIMUNDA NONATA FORTE SALES EEIEF - 1º Ano| Ensino Fundamental | Regular | Integral (40h);9;0;9;1;9;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23063416 - RAIMUNDA NONATA FORTE SALES EEIEF - 2º Ano| Ensino Fundamental | Regular | Integral (40h);19;0;19;1;19;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23063416 - RAIMUNDA NONATA FORTE SALES EEIEF - 3º Ano| Ensino Fundamental | Regular | Manhã;18;0;18;1;18;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23063416 - RAIMUNDA NONATA FORTE SALES EEIEF - 4º Ano| Ensino Fundamental | Regular | Tarde;24;0;24;1;23;1;Atenção (Não Enturmados)
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23063416 - RAIMUNDA NONATA FORTE SALES EEIEF - 5º Ano| Ensino Fundamental | Regular | Tarde;26;0;26;1;26;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23063416 - RAIMUNDA NONATA FORTE SALES EEIEF - 6º Ano| Ensino Fundamental | Regular | Manhã;32;0;32;1;32;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23063416 - RAIMUNDA NONATA FORTE SALES EEIEF - 7º Ano| Ensino Fundamental | Regular | Tarde;24;0;24;1;24;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23063416 - RAIMUNDA NONATA FORTE SALES EEIEF - 8º Ano| Ensino Fundamental | Regular | Manhã;33;0;33;1;33;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23063416 - RAIMUNDA NONATA FORTE SALES EEIEF - 9º Ano| Ensino Fundamental | Regular | Integral (40h);45;0;45;2;45;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23174536 - RAIMUNDO JERONIMO DE SOUSA EEIEF;585;0;585;18;585;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23174536 - RAIMUNDO JERONIMO DE SOUSA EEIEF - 1º Ano| Ensino Fundamental | Regular | Manhã;25;0;25;1;25;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23174536 - RAIMUNDO JERONIMO DE SOUSA EEIEF - 1º Ano| Ensino Fundamental | Regular | Tarde;25;0;25;1;25;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23174536 - RAIMUNDO JERONIMO DE SOUSA EEIEF - 2º Ano| Ensino Fundamental | Regular | Manhã;28;0;28;1;28;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23174536 - RAIMUNDO JERONIMO DE SOUSA EEIEF - 2º Ano| Ensino Fundamental | Regular | Tarde;28;0;28;1;28;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23174536 - RAIMUNDO JERONIMO DE SOUSA EEIEF - 3º Ano| Ensino Fundamental | Regular | Manhã;26;0;26;1;26;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23174536 - RAIMUNDO JERONIMO DE SOUSA EEIEF - 3º Ano| Ensino Fundamental | Regular | Tarde;27;0;27;1;27;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23174536 - RAIMUNDO JERONIMO DE SOUSA EEIEF - 4º Ano| Ensino Fundamental | Regular | Manhã;30;0;30;1;30;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23174536 - RAIMUNDO JERONIMO DE SOUSA EEIEF - 4º Ano| Ensino Fundamental | Regular | Tarde;31;0;31;1;31;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23174536 - RAIMUNDO JERONIMO DE SOUSA EEIEF - 5º Ano| Ensino Fundamental | Regular | Manhã;32;0;32;1;32;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23174536 - RAIMUNDO JERONIMO DE SOUSA EEIEF - 5º Ano| Ensino Fundamental | Regular | Tarde;35;0;35;1;35;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23174536 - RAIMUNDO JERONIMO DE SOUSA EEIEF - 6º Ano| Ensino Fundamental | Regular | Integral (40h);64;0;64;2;64;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23174536 - RAIMUNDO JERONIMO DE SOUSA EEIEF - 7º Ano| Ensino Fundamental | Regular | Integral (40h);80;0;80;2;80;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23174536 - RAIMUNDO JERONIMO DE SOUSA EEIEF - 8º Ano| Ensino Fundamental | Regular | Integral (40h);74;0;74;2;74;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23174536 - RAIMUNDO JERONIMO DE SOUSA EEIEF - 9º Ano| Ensino Fundamental | Regular | Integral (40h);80;0;80;2;80;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23063920 - RAIMUNDO JOSE DOS SANTOS EEIEF;205;0;205;9;204;1;Atenção (Não Enturmados)
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23063920 - RAIMUNDO JOSE DOS SANTOS EEIEF - 1º Ano| Ensino Fundamental | Regular | Integral (40h);13;0;13;1;13;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23063920 - RAIMUNDO JOSE DOS SANTOS EEIEF - 2º Ano| Ensino Fundamental | Regular | Integral (40h);14;0;14;1;14;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23063920 - RAIMUNDO JOSE DOS SANTOS EEIEF - 3º Ano| Ensino Fundamental | Regular | Manhã;28;0;28;1;28;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23063920 - RAIMUNDO JOSE DOS SANTOS EEIEF - 4º Ano| Ensino Fundamental | Regular | Tarde;26;0;26;1;26;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23063920 - RAIMUNDO JOSE DOS SANTOS EEIEF - 5º Ano| Ensino Fundamental | Regular | Integral (40h);29;0;29;1;29;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23063920 - RAIMUNDO JOSE DOS SANTOS EEIEF - 6º Ano| Ensino Fundamental | Regular | Tarde;20;0;20;1;19;1;Atenção (Não Enturmados)
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23063920 - RAIMUNDO JOSE DOS SANTOS EEIEF - 7º Ano| Ensino Fundamental | Regular | Manhã;20;0;20;1;20;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23063920 - RAIMUNDO JOSE DOS SANTOS EEIEF - 8º Ano| Ensino Fundamental | Regular | Tarde;24;0;24;1;24;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23063920 - RAIMUNDO JOSE DOS SANTOS EEIEF - 9º Ano| Ensino Fundamental | Regular | Integral (40h);31;0;31;1;31;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23249579 - RITA DE CASSIA BRASILEIRO PONTES EEIEF;999;0;999;44;989;10;Atenção (Não Enturmados)
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23249579 - RITA DE CASSIA BRASILEIRO PONTES EEIEF - 1º Ano| Ensino Fundamental | Regular | Manhã;65;0;65;4;62;3;Atenção (Não Enturmados)
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23249579 - RITA DE CASSIA BRASILEIRO PONTES EEIEF - 1º Ano| Ensino Fundamental | Regular | Tarde;67;0;67;4;61;6;Atenção (Não Enturmados)
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23249579 - RITA DE CASSIA BRASILEIRO PONTES EEIEF - 2º Ano| Ensino Fundamental | Regular | Manhã;121;0;121;6;121;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23249579 - RITA DE CASSIA BRASILEIRO PONTES EEIEF - 2º Ano| Ensino Fundamental | Regular | Tarde;107;0;107;6;107;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23249579 - RITA DE CASSIA BRASILEIRO PONTES EEIEF - 3º Ano| Ensino Fundamental | Regular | Manhã;78;0;78;3;78;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23249579 - RITA DE CASSIA BRASILEIRO PONTES EEIEF - 3º Ano| Ensino Fundamental | Regular | Tarde;71;0;71;3;71;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23249579 - RITA DE CASSIA BRASILEIRO PONTES EEIEF - 4º Ano| Ensino Fundamental | Regular | Manhã;90;0;90;3;90;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23249579 - RITA DE CASSIA BRASILEIRO PONTES EEIEF - 4º Ano| Ensino Fundamental | Regular | Tarde;78;0;78;4;78;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23249579 - RITA DE CASSIA BRASILEIRO PONTES EEIEF - 5º Ano| Ensino Fundamental | Regular | Manhã;84;0;84;3;83;1;Atenção (Não Enturmados)
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23249579 - RITA DE CASSIA BRASILEIRO PONTES EEIEF - 5º Ano| Ensino Fundamental | Regular | Tarde;79;0;79;3;79;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23249579 - RITA DE CASSIA BRASILEIRO PONTES EEIEF - 6º Ano| Ensino Fundamental | Regular | Manhã;106;0;106;3;106;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23249579 - RITA DE CASSIA BRASILEIRO PONTES EEIEF - 6º Ano| Ensino Fundamental | Regular | Tarde;53;0;53;2;53;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23063548 - ROBERTO JOSE BASTOS MACAMBIRA EEIEF;290;0;290;10;290;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23063548 - ROBERTO JOSE BASTOS MACAMBIRA EEIEF - 1º Ano| Ensino Fundamental | Regular | Manhã;26;0;26;1;26;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23063548 - ROBERTO JOSE BASTOS MACAMBIRA EEIEF - 1º Ano| Ensino Fundamental | Regular | Tarde;25;0;25;1;25;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23063548 - ROBERTO JOSE BASTOS MACAMBIRA EEIEF - 2º Ano| Ensino Fundamental | Regular | Manhã;28;0;28;1;28;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23063548 - ROBERTO JOSE BASTOS MACAMBIRA EEIEF - 2º Ano| Ensino Fundamental | Regular | Tarde;22;0;22;1;22;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23063548 - ROBERTO JOSE BASTOS MACAMBIRA EEIEF - 3º Ano| Ensino Fundamental | Regular | Manhã;28;0;28;1;28;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23063548 - ROBERTO JOSE BASTOS MACAMBIRA EEIEF - 3º Ano| Ensino Fundamental | Regular | Tarde;28;0;28;1;28;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23063548 - ROBERTO JOSE BASTOS MACAMBIRA EEIEF - 4º Ano| Ensino Fundamental | Regular | Manhã;32;0;32;1;32;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23063548 - ROBERTO JOSE BASTOS MACAMBIRA EEIEF - 4º Ano| Ensino Fundamental | Regular | Tarde;33;0;33;1;33;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23063548 - ROBERTO JOSE BASTOS MACAMBIRA EEIEF - 5º Ano| Ensino Fundamental | Regular | Manhã;34;0;34;1;34;0;OK
